filename,start,end,content,techniques,persuasion_strategies,Attack_on_Reputation,Justification,Distraction,Simplification,Call,Manipulative_Wording
20240704_URW_BG_28.txt,5078,5325,"Разгледахме още справедливото разпределение на тежести и отговорности и обсъдихме изпълнението на обновения ангажимент за инвестиции в отбраната, при който инвестирането на 2% от брутния вътрешен продукт в сектора е минималната основа, а не таван.",[],[],False,False,False,False,False,False
20240229_URW_BG_67.txt,1793,1871,"Господин Денков, кои са тези европейски държави, които вече го били направили?",['Doubt'],['Attack_on_Reputation'],True,False,False,False,False,False
20240321_URW_BG_65.txt,6290,6353,"Тук не се казва с колко точно се говори, с кои точно се говори.","['Obfuscation-Vagueness-Confusion', 'Doubt']","['Attack_on_Reputation', 'Manipulative_Wording']",True,False,False,False,False,True
20231208_URW_BG_78.txt,5739,5774,По същия начин пазеха Ирак и Сирия.,['Red_Herring'],['Distraction'],False,False,True,False,False,False
20240216_URW_BG_95.txt,267,470,"Намират се в българския парламент и отпускането постоянно на пари за Украйна, предоставянето на техника, боеприпаси и каквото се сетите, сбъркали сте къде трябва да кандидатствате и да Ви приемат някъде.",['Questioning_the_Reputation'],['Attack_on_Reputation'],True,False,False,False,False,False
20240704_URW_BG_25.txt,291,350,Изтъкнах и мотивите си защо го поканих да води делегацията.,[],[],False,False,False,False,False,False
20240229_URW_BG_70.txt,3252,3389,"Това наистина е най-доброто нещо, което може да излезе като извод. (Реплика от народния представител Хамид Хамид: „Ние няма да ги пуснем.",[],[],False,False,False,False,False,False
20240704_URW_BG_29.txt,2821,3026,"Срещата на ниво държавни и правителствени ръководители на НАТО ще се проведе в периода 9 – 11 юли 2024 г. във Вашингтон, когато ще бъде отбелязана и седемдесет и петата годишнина от създаването на Алианса.",[],[],False,False,False,False,False,False
20231208_URW_BG_77.txt,3748,3853,Повтарям го още веднъж: според Вас проамериканските партии в България са създадени като руска пропаганда.,"['Name_Calling-Labeling', 'Straw_Man']","['Attack_on_Reputation', 'Distraction']",True,False,True,False,False,False
20231208_URW_BG_72.txt,4479,4559,Не Ви ли е срам от това нещо?! (Реплика от народния представител Христо Гаджев.),"['Questioning_the_Reputation', 'Repetition']","['Attack_on_Reputation', 'Manipulative_Wording']",True,False,False,False,False,True
20240627_EUZ_BG_64.txt,4414,4543,"Сега възниква въпросът защо бяха похарчени десетки милиони левове за информационна кампания, за реклама на еврото, на еврозоната?",['Doubt'],['Attack_on_Reputation'],True,False,False,False,False,False
20231208_URW_BG_74.txt,5457,5501,"Господин Гуцанов, заповядайте за изказване.",[],[],False,False,False,False,False,False
20240627_EUZ_BG_64.txt,3256,3366,"Той е изключително широкообхватен и там пише много повече от това, че не покриваме някакъв инфлационен индекс.",[],[],False,False,False,False,False,False
20240726_EUZ_BG_50.txt,397,537,"Убийството е считано за едно от най-големите грехове, защото, веднъж извършено, след това няма връщане назад, не може да се съживи човекът.",['Red_Herring'],['Distraction'],False,False,True,False,False,False
20240807_EUZ_BG_48.txt,5622,6034,"То е подкрепено от Комисията, така че ще гласуваме чл. 15 с това редакционно предложение; чл. 16 по вносител; чл. 17 по вносител; чл. 18 по вносител; чл. 19 по вносител; чл. 20 по вносител с редакция на Комисията; чл. 21 по вносител с редакция на Комисията; Раздел II – наименованието на Раздел II по вносител; чл. 22 по вносител; чл. 23 по вносител с редакцията, която е направила Комисията по бюджет и финанси.",[],[],False,False,False,False,False,False
20240704_URW_BG_24.txt,8003,8066,"От „БСП за България“ – заповядайте, господин Иванов, за въпрос.",[],[],False,False,False,False,False,False
20240229_URW_BG_67.txt,6155,6486,"Уважаеми господин Гаджев, ясно стана, че не е фалшива новина, ясно стана, че не е фейк информация, ясно стана, че достъп до тази информация е имал само господин Борисов, господин Пеевски, господин Петков, господин Христо Иванов, но достъп не са имали госпожа Корнелия Нинова, господин Костадин Костадинов и господин Тошко Йорданов.","['Repetition', 'Doubt']","['Attack_on_Reputation', 'Manipulative_Wording']",True,False,False,False,False,True
20240904_EUZ_BG_40.txt,6367,6397,"Това сте Вие, евроатлантиците.","['Conversation_Killer', 'Name_Calling-Labeling']","['Attack_on_Reputation', 'Call']",True,False,False,False,True,False
20240904_EUZ_BG_40.txt,5886,5961,И точно затова ние в момента сме вкарали решение за свикване на референдум.,[],[],False,False,False,False,False,False
20240904_EUZ_BG_46.txt,5512,5575,"И ние вече нямаме национален идеал, защото сме си го изпълнили.",['False_Equivalence'],['Simplification'],False,False,False,True,False,False
20240111_SHG_BG_61.txt,4483,4716,„Решение във връзка с разискванията по питане от народния представител Корнелия Нинова към министър-председателя на Република България Бойко Борисов относно политиката на правителството по въпросите на миграцията в България и Европа.,[],[],False,False,False,False,False,False
20240229_URW_BG_69.txt,7127,7234,"И на въпроса за Молдова не ми отговорихте, господин Министър, защото знам, че сте обсъждали и такава тема.",[],[],False,False,False,False,False,False
20240216_URW_BG_92.txt,5307,5385,"Господин Костадинов, стана дума преди малко за знамена, за национални символи.",[],[],False,False,False,False,False,False
20240726_EUZ_BG_49.txt,6185,6315,"Според мен ситуацията преди двадесет и шест, двадесет и седем години и сега е коренно различна и нищо не ни принуждава да бързаме.",[],[],False,False,False,False,False,False
20240216_URW_BG_93.txt,2819,2954,"Така че, ако говорим за война, нека да бъдем коректни и да говорим за войната, която беше започната от украинските власти през 2014 г.",[],[],False,False,False,False,False,False
20240904_EUZ_BG_41.txt,3689,3743,"Не се изказвайте по теми, по които не сте компетентен.",['Questioning_the_Reputation'],['Attack_on_Reputation'],True,False,False,False,False,False
20240726_EUZ_BG_55.txt,3038,3116,ПРЕДСЕДАТЕЛ РОСИЦА КИРОВА: Има ли реплики към изказването на господин Тодоров?,[],[],False,False,False,False,False,False
20231208_URW_BG_73.txt,2373,2407,Тези данъци влизат в нашата хазна.,['Flag_Waving'],['Justification'],False,True,False,False,False,False
20231208_URW_BG_73.txt,6646,6696,Ремонтите дори не могат да бъдат правени в Европа.,[],[],False,False,False,False,False,False
20231208_URW_BG_72.txt,3992,4061,"Наясно ли сте, че са спрени от производство преди повече от 5 години?","['Doubt', 'Repetition']","['Attack_on_Reputation', 'Manipulative_Wording']",True,False,False,False,False,True
20240229_URW_BG_70.txt,4048,4075,Това няма особено значение.,[],[],False,False,False,False,False,False
20240321_URW_BG_65.txt,360,536,"Когато стана въпрос например какво пише на страница 180, тогава разбрахме, че те наистина просто нямат представа какво пише в Доклада и коментираха по принцип дейността на СЕМ.",['Questioning_the_Reputation'],['Attack_on_Reputation'],True,False,False,False,False,False
20240112_SHG_BG_60.txt,2971,3002,"Чест им прави, в крайна сметка.",[],[],False,False,False,False,False,False
20240726_EUZ_BG_55.txt,2155,2263,"И това, което може да стане, е Европейската комисия да ни откаже да приложим такава мярка в национален план.",[],[],False,False,False,False,False,False
trail_raw_BG_7.txt,1362,1406,"Господин Божанков, къде си, че не те виждам?",[],[],False,False,False,False,False,False
20240904_EUZ_BG_41.txt,2465,2502,ПРЕДСЕДАТЕЛ РАЯ НАЗАРЯН: Колко пъти?!,[],[],False,False,False,False,False,False
20240327_EUZ_BG_97.txt,2611,2635,А ръстът е много голям!,[],[],False,False,False,False,False,False
20240327_EUZ_BG_97.txt,4311,4417,"Да не говорим, че имаше многократни споменавания и позовавания от страна на господин Атанасов на Евростат.",[],[],False,False,False,False,False,False
20231208_URW_BG_78.txt,4479,4578,"САЩ и Русия са конкуренти в Черно море, Средиземно море, Близкия изток, Балканите и Каспийско море.",['Red_Herring'],['Distraction'],False,False,True,False,False,False
20240904_EUZ_BG_40.txt,5677,5768,"Това беше опорката Ви, че противоречи – не, не противоречи, и Конституционният съд го каза.",[],[],False,False,False,False,False,False
20240807_EUZ_BG_48.txt,2699,2961,"На страница 7 от Доклада, който ни бе предоставен от БНБ, четем: „вследствие на описания механизъм на разпределение на гласовете и ротацията в Управителния съвет на ЕЦБ честотата на гласуване на управителите на по-малките икономики в еврозоната спада съществено.",[],[],False,False,False,False,False,False
20240228_URW_BG_85.txt,1295,1350,Може би според него хан Кубрат е някакъв украински хан.,['Doubt'],['Attack_on_Reputation'],True,False,False,False,False,False
20240216_URW_BG_88.txt,7336,7593,"Извинявайте, но хайде малко да погледнем и за нашия собствен национален интерес, който изисква, и тук вече ще се прехвърля към това, което беше казано от страна на господин Димитров, но преди да започна да отговарям на него, да довърша репликата си към Вас.",['Flag_Waving'],['Justification'],False,True,False,False,False,False
20240405_IHC_BG_34.txt,2029,2236,"Нека обърнем внимание на фактите: 7 октомври – 1160 убити и 250 отвлечени, а в отговор след 7 октомври до днес – над 32 хиляди палестинци, от които 20 хиляди деца, дори повече, убити, и два милиона изселени.",[],[],False,False,False,False,False,False
20240726_EUZ_BG_52.txt,3627,3731,"Защото тогава Вие разглеждате този пример, сякаш франкът е бил чужда валута, което е съвършено коректно.",[],[],False,False,False,False,False,False
20240327_EUZ_BG_96.txt,3758,3887,"Припомняме, че преди няколко месеца служителите на НСИ в цялата страна излязоха на стачка – протест по повод ниските им заплати.",[],[],False,False,False,False,False,False
20240111_SHG_BG_62.txt,2109,2118,Напротив!,['Conversation_Killer'],['Call'],False,False,False,False,True,False
20240904_EUZ_BG_43.txt,6671,6738,Демагогията всъщност на господин Божанков не я слушам за първи път.,[],[],False,False,False,False,False,False
20240405_IHC_BG_34.txt,577,948,"Израелската политическа класа, стъпила на раменете на военната мощ, постепенно превърна младата държава от съзидател на постижения в консуматор, от уверена в самоуверена и от равнопоставен субект в международните преговори в субект, ползващ изключителни привилегии и предпоставки да се развива както намери за добре, без оглед на ничии други интереси, опасения или нужди.",['Causal_Oversimplification'],['Simplification'],False,False,False,True,False,False
20240327_EUZ_BG_96.txt,6787,6924,"От една страна, Еврогрупата има лош исторически опит с държави, въвели еврото на базата на манипулирана и нагласена официална статистика.",[],[],False,False,False,False,False,False
20240229_URW_BG_69.txt,5247,5328,"АТАНАС ЗАФИРОВ (БСП за България): Уважаеми господин Председател, уважаеми колеги!",[],[],False,False,False,False,False,False
20240904_EUZ_BG_46.txt,5997,6036,Вие ни вкарахте в блатото на историята.,"['Loaded_Language', 'Questioning_the_Reputation']","['Attack_on_Reputation', 'Manipulative_Wording']",True,False,False,False,False,True
20231124_IHC_BG_35.txt,5051,5109,"ПРЕДСЕДАТЕЛ РОСИЦА КИРОВА: Благодаря Ви, господин Стоянов.",[],[],False,False,False,False,False,False
20240430_GW_BG_38.txt,208,322,В тази битка Вие непрекъснато използвате една много популярна напоследък опорка за зеления октопод и така нататък.,"['Appeal_to_Hypocrisy', 'Obfuscation-Vagueness-Confusion']","['Attack_on_Reputation', 'Manipulative_Wording']",True,False,False,False,False,True
20240726_EUZ_BG_51.txt,9290,9301,Извънреден!,['Appeal_to_Hypocrisy'],['Attack_on_Reputation'],True,False,False,False,False,False
20231124_IHC_BG_35.txt,4406,4562,ВЪЗРАЖДАНЕ настоява за провеждане на референдума в Западна Сахара и изпълнение на резолюция 690 на ООН за установяване на траен мир в този регион на Африка.,[],[],False,False,False,False,False,False
20240216_URW_BG_88.txt,1451,1716,"Ако е доброволен, разбирам хората, които са от мнозинството, доброволно да извадят пари от джобовете си, сумата не е толкова голяма за тях, и доброволно да платят от собствените си заплати на така обичаната и втора за тях, а може би за някой и първа родина Украйна.","['Causal_Oversimplification', 'Obfuscation-Vagueness-Confusion', 'Questioning_the_Reputation']","['Attack_on_Reputation', 'Simplification', 'Manipulative_Wording']",True,False,False,True,False,True
20240904_EUZ_BG_45.txt,5309,5554,"В момента едно проучване от месец август за страните, които имат най-голям ръст на богатството, тоест това е стойност на финансовите активи, стойност на недвижимите имоти минус задълженията, и в топ 10 няма нито една държава от Европейския съюз.",[],[],False,False,False,False,False,False
20240321_URW_BG_82.txt,4854,5033,"Та през тази именно година, освен че проведохме редица кръгли маси и обсъждания, освен че проведохме Балканска среща, която е безпрецедентна, на която за първи път – забележете –",['Red_Herring'],['Distraction'],False,False,True,False,False,False
20240904_EUZ_BG_44.txt,0,79,"МАРТИН ДИМИТРОВ (ПП-ДБ): Уважаема госпожо Председател, уважаеми дами и господа!",[],[],False,False,False,False,False,False
20240704_URW_BG_21.txt,6977,7144,"Още веднъж Ви казвам, че България и друг път е била изправяна пред такава дилема, когато се е водил голям конфликт, и то точно на изток, когато от нас са искали помощ.",[],[],False,False,False,False,False,False
20231208_URW_BG_76.txt,7277,7546,"Когато представителите на все още неудушената и недоубита опозиция, защото по това време започват и убийства в буквалния смисъл на думата, по улиците, протестират и казват, че това заплашва България, че България ще бъде на страната на победените, че ще загубим войната.","['False_Equivalence', 'Red_Herring']","['Distraction', 'Simplification']",False,False,True,True,False,False
20240726_EUZ_BG_55.txt,6105,6137,АСЕН ВАСИЛЕВ (ПП-ДБ): Благодаря.,[],[],False,False,False,False,False,False
20240904_EUZ_BG_44.txt,3825,3843,Това е резултатът.,['Conversation_Killer'],['Call'],False,False,False,False,True,False
20231124_IHC_BG_35.txt,2215,2323,Това е още един конфликт в периферията на Европейския съюз и също потенциален катализатор на бежанска вълна.,[],[],False,False,False,False,False,False
20240726_EUZ_BG_53.txt,5504,5542,ПРЕДСЕДАТЕЛ РАЯ НАЗАРЯН: Заповядайте.,[],[],False,False,False,False,False,False
20240904_EUZ_BG_44.txt,2717,3050,"По-важният въпрос, уважаеми дами и господа, е следният: от всичко, което казаха представителите на ВЪЗРАЖДАНЕ, става въпрос за следното: на тях не им е проблем, колеги, еврозоната – те имат по-голям проблем, както си казаха, на тях не им е проблем еврото, на тях проблем им е, че искат да извадят България от Европейския съюз и НАТО.",['Straw_Man'],['Distraction'],False,False,True,False,False,False
20240229_URW_BG_67.txt,4933,5051,"Така че, както всяко едно нещо, когато е изпратено от един народен представител, отговорът е до народния представител.",[],[],False,False,False,False,False,False
20240229_URW_BG_69.txt,2445,2685,"Следващ въпрос, Денков: кога ще наложим санкции на Израел за кървавата и изтребителна война, която води в Газа, където за малко повече от два месеца бяха убити много повече цивилни, отколкото за двегодишен кървав, военен конфликт в Украйна?","['Appeal_to_Hypocrisy', 'Loaded_Language', 'Appeal_to_Pity', 'Whataboutism']","['Attack_on_Reputation', 'Distraction', 'Manipulative_Wording']",True,False,True,False,False,True
20231208_URW_BG_71.txt,2857,2981,"Ние сме тримата, които реално сме виждали, пипали и знаем за какво става въпрос, какво е реалното състояние на тази техника.",[],[],False,False,False,False,False,False
20240327_EUZ_BG_97.txt,7685,7725,Тоест и в двата случая няма полезен ход.,['False_Dilemma-No_Choice'],['Simplification'],False,False,False,True,False,False
20240216_URW_BG_89.txt,1643,1707,"Казвам Ви го, след като съм говорил с шеф на „Гранична полиция“.",['Appeal_to_Authority'],['Justification'],False,True,False,False,False,False
trail_raw_BG_13.txt,130,400,"Преди Коледа и преди Нова година в знак, последна стъпка за протест от страна на опозицията, блокирахме работата на Народното събрание, в резултат на което лицето Пеевски, лицето Цонев решиха, че ще отидат и ще започнат на балкона да правят бой с депутати от ВЪЗРАЖДАНЕ.","['Exaggeration-Minimisation', 'Questioning_the_Reputation']","['Attack_on_Reputation', 'Manipulative_Wording']",True,False,False,False,False,True
20240904_EUZ_BG_43.txt,5768,5853,Благодаря Ви. (Народните представители Николай Денков и Божидар Божанов ръкопляскат.),[],[],False,False,False,False,False,False
20231124_IHC_BG_35.txt,2112,2214,"Недалеч от Европа има още един развиващ се конфликт, който заслужава внимание – този в Западна Сахара.",[],[],False,False,False,False,False,False
20240228_URW_BG_86.txt,0,70,"ЯВОР БОЖАНКОВ (ПП-ДБ): Уважаеми господин Председател, уважаеми колеги!",[],[],False,False,False,False,False,False
20240704_URW_BG_30.txt,0,61,ПРЕДСТАВЯНЕ НА ПОЗИЦИЯТА НА РЕПУБЛИКА БЪЛГАРИЯ НА ТОЗИ ФОРУМ.,[],[],False,False,False,False,False,False
20231208_URW_BG_77.txt,3182,3423,"Нищо от това обаче не се случи, напротив, имаше твърдение, и то във Вашите проамерикански среди, защото Вие сте проамериканска формация, макар и леко объркана, защото не знам, като спечели Тръмп изборите, дали няма да Ви стане леко неудобно?","['Name_Calling-Labeling', 'Red_Herring', 'Doubt']","['Attack_on_Reputation', 'Distraction']",True,False,True,False,False,False
